Date,Post ID,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Viral Impressions,Non-viral Impressions,Fan Impressions,Fan Organic Impressions,Non-fan Impressions,Non-fan Organic Impressions,Reach,Organic Reach,Viral Reach,Non-viral Reach,Fan Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Other Post Clicks,Post Clicks (All),Post Photo View Clicks,Answers,Negative Feedback,Engaged Users,Engaged Fans,Users Talking About This,Unique Reactions,Unique Comments,Unique Shares,Unique Answers,Unique Post Clicks,Unique Post Photo View Clicks,Unique Other Post Clicks,Unique Negative Feedback,Year,Positive reaction,Negative reaction,day_of_week,is_weekend,post_length,contains_question,num_hashtags,part_of_day_posted,Month,no of tags,Linked Content(?)
2020-09-02 12:25:00,253788558082460_3013438128784142,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.3013441258783829/3013438128784142/?type=3,"Our Portfolio Managers will initially meet with you to discuss your investment objectives. Then, in consultation with you and your advisers (where applicable), we will agree on a core investment strategy. The Portfolio Manager will then build a portfolio tailored to meet your investment objectives and requirements, and actively manage it going forward. #WealthWednesday
It is important to note that the minimum required amount for portfolio management is 100million. #WealthWednesday
Here are some of the benefits: #WealthWednesday

To know more, call 01 280 1266 or email assetmanagement@stanbicibtc.com #NeverStopInvesting #WealthWednesday",4405,4405,15,4390,4124,4124,281,281,3334,3334,15,3314,3063,1.0,1.32,44,11,11,1,1,0.0,31,31,20,0,0,34,27,12,11,1,0,0,22,16,8,0.0,2020,0.0,0.0,Wednesday,0,89,0,5,afternoon,Sep,0,Content has link(s)
2020-09-02 20:19:00,253788558082460_3014561288671826,Facebook,Photo,Sophia Amuka,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3014561288671826/?type=3,"Today on CNBC Africa, The CE, Stanbic IBTC Holdings PLC, Dr Demola Sogunle discussed Stanbic IBTC Half-Year results.

Click on this link to watch

https://www.cnbcafrica.com/videos/2020/09/02/stanbic-ibtc-posts-impressive-h1-results-despite-covid-19-headwinds/",6815,6815,286,6529,6051,6051,764,764,6696,6696,276,6458,6000,3.61,3.67,246,115,114,14,4,0.38,87,113,30,0,0,199,190,123,115,6,3,0,87,30,46,0.0,2020,1.0,0.0,Wednesday,0,25,0,0,evening,Sep,0,Content has link(s)
2020-09-03 10:19:00,253788558082460_3016275461833742,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3016266965167925/?type=3,Learning never stops. You can get up to 10% discount when you enrol your child or ward on the uLesson e-learning platform and pay with your Stanbic IBTC Mastercard.,3587,3587,20,3567,3456,3456,131,131,3543,3543,17,3527,3423,2.65,2.68,95,57,55,4,0,0.0,34,34,18,0,0,87,80,61,57,4,0,0,28,18,12,0.0,2020,2.0,0.0,Thursday,0,29,0,0,morning,Sep,0,Content has link(s)
2020-09-03 10:19:00,253788558082460_3016266965167925,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3016266965167925/?type=3,Learning never stops. You can get up to 10% discount when you enrol your child or ward on the uLesson e-learning platform and pay with your Stanbic IBTC Mastercard.,3584,3584,20,3564,3454,3454,130,130,3543,3543,17,3527,3423,2.59,2.62,93,57,55,4,0,0.0,32,32,16,0,0,85,80,61,57,4,0,0,26,16,12,0.0,2020,2.0,0.0,Thursday,0,29,0,0,morning,Sep,0,Content has link(s)
2020-09-03 15:10:00,253788558082460_3016912768436678,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3016912768436678/?type=3,"Welcome to September!! The year is wrapping up quickly and now is a great time to plan for the rest of 2020, financially. So let us know, what are your financial goals for the ember months?",4148,4148,61,4087,3674,3674,474,474,4135,4135,60,4053,3702,2.63,2.64,109,37,37,11,0,0.0,61,61,26,0,0,84,75,43,36,8,0,0,48,25,27,0.0,2020,0.0,0.0,Thursday,0,36,1,0,afternoon,Sep,0,Content has link(s)
2020-09-03 15:16:00,253788558082460_3016927898435165,Facebook,Photo,Sophia Amuka,https://www.facebook.com/253788558082460/posts/3016927898435165/,"In these times, it's essential to raise money-smart kids, as they would eventually become money-smart adults. We recently did this at our #NewSchoolMoney virtual session.
#ItCanBe",3506,3506,111,3395,2979,2979,527,527,3493,3493,106,3370,2988,2.31,2.32,81,33,33,4,1,0.0,43,43,22,0,0,63,57,35,33,4,1,0,32,22,18,0.0,2020,0.0,0.0,Thursday,0,26,0,2,afternoon,Sep,0,Content has link(s)
2020-09-03 16:00:00,253788558082460_3017038588424096,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3017038588424096/?type=3,"Pay school fees as fast as you can say it with the Super App! Download now by clicking this link: http://onelink.to/stanbicibtcapp
#APPyness
#LikeAHero",3356,3356,115,3241,2805,2805,551,551,3356,3370,111,3269,2823,2.47,2.47,83,37,37,3,1,0.21,35,42,13,0,0,73,67,38,35,3,1,0,37,13,19,0.0,2020,0.0,0.0,Thursday,0,23,0,2,afternoon,Sep,0,Content has link(s)
2020-09-03 18:00:00,253788558082460_3017316898396265,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3017316898396265/?type=3,Our promise is 90.9% and the magic number is *909#.,7415,7415,503,6912,6430,6430,985,985,7313,7313,475,6937,6463,4.44,4.5,329,99,95,31,1,0.0,198,198,45,0,0,248,216,110,96,22,1,0,164,44,132,0.0,2020,4.0,0.0,Thursday,0,10,0,1,evening,Sep,0,Content has link(s)
2020-09-03 21:00:00,253788558082460_3018027984991823,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3018027984991823/?type=3,"We know what you’re thinking, ‘journey to wealth with N5000? *side-eye emoji*’. But remember, little drops of water make a mighty ocean. Click this link http://bit.ly/StanbicIBTCEnquiries and let’s show you how.
#NeverStopInvesting",7721,7721,333,7388,6906,6906,815,815,7501,7501,316,7161,6693,3.59,3.69,277,59,58,12,4,0.73,146,202,36,0,0,217,196,68,59,7,4,0,157,33,81,0.0,2020,1.0,0.0,Thursday,0,32,1,1,night,Sep,0,Content has link(s)
2020-09-04 02:23:00,253788558082460_3018833488244606,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3018833488244606/?type=3,Pay on the uLesson Learning platform with your Stanbic IBTC Mastercard and get up to 10% discount and let’s get your wards set for WAEC and JAMB. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.,2164,2164,103,2061,2001,2001,163,163,2118,2118,100,2027,1977,1.89,1.94,41,30,30,0,2,0.0,9,9,6,0,0,39,36,30,29,0,2,0,9,6,3,0.0,2020,0.0,0.0,Friday,0,38,0,0,night,Sep,0,Content has link(s)
2020-09-04 02:27:00,253788558082460_3018841338243821,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3018841338243821/?type=3,We believe that dreams do come true and that is why we walk #Together4ALimb to help achieve those dreams.,3149,3149,227,2922,2719,2719,430,430,3126,3126,212,2880,2659,2.22,2.24,70,43,42,0,3,0.0,24,24,21,0,0,69,62,46,43,0,3,0,23,21,3,0.0,2020,1.0,0.0,Friday,0,19,0,1,night,Sep,0,Content has link(s)
2020-09-04 10:00:00,253788558082460_3019741201487168,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3019741201487168/?type=3,"How well do you know us? *smiling emoji*
Let’s see how well you know us by listing our subsidiaries you can identify in the comment section.
HINT: www.stanbicibtc.com
#Trivia 😊",4070,4070,63,4007,3616,3616,454,454,3934,3934,53,3860,3434,3.78,3.91,154,31,30,13,0,0.02,109,110,26,0,0,104,92,37,30,9,0,0,82,26,64,0.0,2020,1.0,0.0,Friday,0,30,1,1,morning,Sep,0,Content has link(s)
2020-09-04 12:00:00,253788558082460_3019990718128883,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3019990718128883/?type=3,"Vivian: NK how far nah, why is your face like this?

Nkechi: Mehn Viv, the children’s school fees is what I’m thinking of oo

Do you wait till when you need money to save? Automating your savings is a great way for you to deliberately put money aside every month for a particular goal.",4868,4868,186,4682,4260,4260,608,608,4674,4674,179,4523,4120,3.16,3.29,154,42,40,10,3,0.0,99,99,31,0,0,115,97,49,41,6,3,0,75,29,56,0.0,2020,2.0,0.0,Friday,0,54,1,0,afternoon,Sep,0,Content has link(s)
2020-09-04 15:00:00,253788558082460_3020429314751690,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3020429314751690/?type=3,What would you like to do with SMS banking? Let us know in the comments.,7064,7064,363,6701,6311,6311,753,753,6926,6926,342,6612,6166,4.84,4.94,342,46,44,49,1,0.0,246,246,66,0,0,219,201,74,46,34,1,0,179,65,134,0.0,2020,2.0,0.0,Friday,0,15,1,0,afternoon,Sep,0,Content has link(s)
2020-09-04 15:03:00,253788558082460_3020437268084228,Facebook,Photo,Sophia Amuka,https://www.facebook.com/253788558082460/posts/3020437268084228/,"Headline PMI rose in August to 54.6, up from 50.4 in July. This signals a marked improvement in business conditions, following a return to growth in the previous month. Here are the highlights.

#ItCanBe",4965,4965,118,4847,4396,4396,569,569,4869,4869,110,4734,4219,3.06,3.12,152,43,43,15,0,0.0,94,94,38,0,0,109,94,52,43,10,0,0,66,38,36,0.0,2020,0.0,0.0,Friday,0,34,0,1,afternoon,Sep,0,Content has link(s)
2020-09-04 17:00:00,253788558082460_3020731598054795,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3020731598054795/?type=3,"How many were you able to spot? 😁 
#Trivia",3927,3927,38,3889,3482,3482,445,445,3900,3900,36,3847,3412,2.8,2.82,110,23,23,11,0,0.0,76,76,32,0,0,81,67,28,23,7,0,0,58,32,38,0.0,2020,0.0,0.0,Friday,0,9,1,1,evening,Sep,0,Content has link(s)
2020-09-04 19:00:00,253788558082460_3021005061360782,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3021005061360782/?type=3,"Join  Odunoluwa Longe, Founder, Longe Practice on the #BlueTalks podcast as she discusses the legal dimensions to help you better achieve the goals you have set for your business. To listen, click here - http://bit.ly/StanbicIBTCPodcast4Sept",2906,2906,0,2906,2469,2469,437,437,2859,2859,0,2859,2447,1.79,1.82,52,37,36,0,0,0.0,15,15,9,0,0,49,43,37,37,0,0,0,13,9,6,0.0,2020,1.0,0.0,Friday,0,35,0,1,evening,Sep,0,Content has link(s)
2020-09-04 20:00:00,253788558082460_3021132778014677,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3021132778014677/?type=3,"Every parent desires to see their child succeed in life. With Stanbic IBTC Education Trust (#SET), you are one step closer to making that desire a reality. Call 01 270 6800 or email sitlagency@stanbicibtc.com now to get started.",5322,5322,234,5088,4640,4640,682,682,5322,5493,229,5255,4674,2.71,2.71,144,48,48,15,1,0.0,80,80,35,0,0,105,85,55,47,9,1,0,63,29,39,0.0,2020,0.0,0.0,Friday,0,38,0,1,evening,Sep,0,Content has link(s)
2020-09-05 10:00:00,253788558082460_3022750934519528,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3022750934519528/?type=3,"If you never enjoyed the magical experience of *909# the last time, now you can! Buy airtime using *909# on the 9th of September between 9:09 and 9:30 am/pm and get 90.9% bonus airtime. 
Terms and conditions apply.",11325,11325,754,10571,10128,10128,1197,1197,10889,10889,702,10159,9709,3.63,3.77,411,77,77,59,5,0.0,270,270,85,0,0,265,235,100,76,26,5,0,191,78,143,0.0,2020,0.0,0.0,Saturday,1,38,0,2,morning,Sep,0,Content has link(s)
2020-09-05 12:00:00,253788558082460_3022991631162125,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/3022991631162125/,"Interhouse sports competitions were interesting times back in secondary school 😊 . The colours of each house and the activities leading up to the day hold fond memories. So share with us, what sports did you partake in during your secondary school’s interhouse sports competition? 
P.S – Clappers association is a sport too! 😄",5170,5170,201,4969,4535,4535,635,635,5170,5273,181,5038,4478,2.67,2.67,138,41,41,16,1,0.0,80,80,23,0,0,101,93,52,40,12,1,0,59,23,37,0.0,2020,0.0,0.0,Saturday,1,54,1,0,afternoon,Sep,0,Content has link(s)
2020-09-05 19:00:00,253788558082460_3023978864396735,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3023978864396735/?type=3,Need to know your account balance? Send BALANCE to 30909 to get it!.,9529,9529,374,9155,8655,8655,874,874,9174,9174,360,8824,8292,3.88,4.03,370,90,89,31,16,0.0,233,233,55,0,0,245,215,108,88,18,5,0,162,55,134,0.0,2020,1.0,0.0,Saturday,1,13,1,0,evening,Sep,0,Content has link(s)
2020-09-05 21:16:00,253788558082460_3024267601034528,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3024267601034528/?type=3,"Which of the Super App modules have you used? 

Comment 💙 for Bank
🤎 for Mutual Funds
❤️  for Pension
💜 for @easewallet
💚 for Insurance
💛 for Stockbroking

#ItCanBe",6030,6030,251,5779,5390,5390,640,640,6030,6078,227,5824,5389,3.52,3.52,212,49,49,24,2,0.0,137,137,31,0,0,156,142,66,49,19,2,0,109,30,83,0.0,2020,0.0,0.0,Saturday,1,30,1,1,night,Sep,0,Content has link(s)
2020-09-05 22:00:00,253788558082460_3024348954359726,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3024348954359726/?type=3,"We are happy to bring to your notice that in KPMG's 2020 Digital Channels Assessment, *909# was listed as one of the leaders in the scorecard for the digital onboarding category across digital channels. 

Get on board and experience 909 today if you haven’t already.",6096,6096,267,5829,5428,5428,668,668,6096,6100,250,5837,5430,3.74,3.74,228,52,52,7,5,0.0,164,164,115,0,0,186,166,61,52,6,5,0,136,114,37,0.0,2020,0.0,0.0,Saturday,1,45,0,1,night,Sep,0,Content has link(s)
2020-09-06 12:00:00,253788558082460_3025910820870206,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3025910820870206/?type=3,"Let’s help make it a September to remember with *909#. Buy airtime with *909# on the 9th of September between 9.09 – 9.39 am/pm and enjoy 90.9% bonus. Please note that the bonus will be credited within 24 hours.  T&Cs apply.
#ItCanBe",8134,8134,236,7898,7383,7383,751,751,7731,7731,220,7536,7067,3.32,3.49,270,88,88,28,1,0.0,153,153,40,0,0,194,175,106,88,17,1,0,116,40,87,0.0,2020,0.0,0.0,Sunday,1,42,0,3,afternoon,Sep,0,Content has link(s)
2020-09-06 17:00:00,253788558082460_3026641934130428,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/3026641934130428/,"Thank you @L3kanAdigun and @_i_am_sanguine for your comments.

Keep the reviews coming, we appreciate it 💙 

#LikeAHero 
#APPyness",5969,5969,81,5888,5409,5409,560,560,5698,5698,78,5662,5168,3.3,3.46,197,48,48,13,0,0.0,136,136,61,0,1,146,129,58,48,10,0,0,100,60,53,1.0,2020,0.0,0.0,Sunday,1,18,0,2,evening,Sep,0,Content has link(s)
2020-09-07 10:00:00,253788558082460_3028638983930723,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3028638983930723/?type=3,"Learn to make the most out of every situation. Have a great week ahead!
#PowerUpMonday
#MotivationMonday
#ItCanBe",4211,4211,9,4202,3765,3765,446,446,4196,4196,9,4196,3678,2.28,2.29,96,37,36,6,0,0.0,53,53,23,0,0,78,68,39,37,3,0,0,39,22,22,0.0,2020,1.0,0.0,Monday,0,17,0,3,morning,Sep,0,Content has link(s)
2020-09-07 10:37:00,253788558082460_3028714667256488,Facebook,Photo,Sophia Amuka,https://www.facebook.com/253788558082460/posts/3028714667256488/,"Here are the highlights of our H1 audited results for the period ended 30 June 2020 showing an 8% increase in our gross earnings.  
#ItCanBe",4669,4669,5,4664,4189,4189,480,480,4349,4349,5,4349,3764,3.15,3.38,147,51,51,5,0,0.0,91,91,60,0,0,122,110,55,51,4,0,0,71,59,20,0.0,2020,0.0,0.0,Monday,0,25,0,1,morning,Sep,0,Content has link(s)
2020-09-07 12:00:00,253788558082460_3028871357240819,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3028871357240819/?type=3,"Take your business to the next level with the free enterprise online training program by Stanbic IBTC in partnership with Enterprise Development Centre (Pan-Atlantic University). Click this link https://standardbank.eu.qualtrics.com/jfe/form/SV_4PclrqClOCHoxdb complete and submit the form for a chance to attend: 
#ItCanBe",5677,5677,49,5628,5120,5120,557,557,5677,5701,44,5670,5137,3.03,3.03,172,57,55,17,0,0.46,72,98,34,0,0,138,125,63,57,8,0,0,80,33,29,0.0,2020,2.0,0.0,Monday,0,40,0,1,afternoon,Sep,0,Content has link(s)
2020-09-07 18:27:00,253788558082460_3029807487147206,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3029807487147206/?type=3,"Join our IG Live session on Friday, 11 September 2020 with Mrs. Bolanle Shobowale as she will be discussing all you need to know about your pension contributions and withdrawal. #ItCanBe",3966,3966,44,3922,3459,3459,507,507,3827,3827,43,3764,3284,1.87,1.93,74,39,38,3,1,0.0,31,31,18,0,0,68,60,43,39,3,1,0,25,18,11,0.0,2020,1.0,0.0,Monday,0,31,0,1,evening,Sep,0,Content has link(s)
2020-09-07 20:00:00,253788558082460_3030014677126487,Facebook,Photo,Sophia Amuka,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3030014677126487/?type=3,"Do you know that when you purchase N5000 airtime from your @easewallet through the Super App on 9 September, between 9:09 -9:30 am/pm you stand a chance of getting 90.9% bonus airtime! 
Read T&Cs here: http://bit.ly/StanbicIBTC909Giveaway
#ItCanBe",4560,4560,112,4448,4135,4135,425,425,4460,4460,110,4357,3989,2.85,2.91,130,53,53,7,4,0.29,53,66,22,0,0,101,92,62,53,6,4,0,49,19,26,0.0,2020,0.0,0.0,Monday,0,37,0,1,evening,Sep,0,Content has link(s)
2020-09-07 20:29:00,253788558082460_3030079130453375,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3030079130453375/?type=3,"Do you know that when you purchase N5000 airtime from your @easewallet through the Super App on 9 September, between 9:09 -9:30 am/pm you stand a chance of getting 90.9% bonus airtime! 
Read T&Cs here: http://bit.ly/StanbicIBTC909Giveaway
#ItCanBe",3193,3193,0,3193,3065,3065,128,128,3164,3164,0,3164,3019,2.54,2.56,81,35,35,3,0,0.16,38,43,16,0,0,70,67,38,35,3,0,0,35,16,18,0.0,2020,0.0,0.0,Monday,0,37,0,1,evening,Sep,0,Content has link(s)
2020-09-08 08:00:00,253788558082460_3031317340329554,Facebook,Photo,Sophia Amuka,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3031317340329554/?type=3,"According to the UNESCO Institute for Statistics, Nigeria’s literacy rate currently stands at 62.02%. We can do more to find innovative and effective ways to make education more accessible to all. This is how we secure our future.
Happy #InternationalLiteracyDay 
#ItCanBe",3960,3960,139,3821,3328,3328,632,632,3802,3802,126,3702,3145,1.79,1.87,71,32,32,2,1,0.0,36,36,17,0,0,64,51,35,32,2,1,0,29,17,16,0.0,2020,0.0,0.0,Tuesday,0,41,0,2,morning,Sep,0,Content has link(s)
2020-09-08 12:00:00,253788558082460_3031755626952392,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3031755626952392/?type=3,"Drive your car with confidence. Get it covered today and be confident in the event of unforeseen circumstances. Send an email to insurancesolution@stanbicibtc.com to begin.
#BestInsuranceDeals",5462,5462,35,5427,4793,4793,669,669,5462,5479,34,5453,4645,2.33,2.33,127,65,64,3,2,0.0,57,57,31,0,0,114,97,67,65,3,2,0,53,31,25,0.0,2020,1.0,0.0,Tuesday,0,26,0,1,afternoon,Sep,0,Content has link(s)
2020-09-08 15:00:00,253788558082460_3032179186910036,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3032179186910036/?type=3,"Just gained admission and not sure how to pay your way? Yes, we know that things have been tough, especially with the pandemic, but your educational dream is valid and #ItCanBe.
Apply for a scholarship here – https://standardbank.eu.qualtrics.com/jfe/form/SV_3lzy2M4JgPpaVff
The scholarship is open to undergraduates only.",16033,16033,3713,12320,11641,11641,4392,4392,15240,15240,3450,12019,11089,7.72,8.12,1237,198,191,199,32,2.11,469,808,109,0,1,689,425,281,190,87,26,0,481,106,180,1.0,2020,7.0,0.0,Tuesday,0,45,1,1,afternoon,Sep,0,Content has link(s)
2020-09-09 15:00:00,253788558082460_3035214016606553,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3035214016606553/?type=3,"Are you a medical practitioner or do you know someone who is?
You can take advantage of the CBN Healthcare Loan today, by clicking here  https://www.stanbicibtcbank.com/nigeriabank/personal/products-and-services/all-loans to get more details and see the list of loans available.
#ItCanBe",286,286,1,286,274,274,12,12,277,277,1,277,267,2.45,2.53,7,3,3,0,1,0.35,2,3,2,0,0,4,3,3,3,0,1,0,2,2,0,0.0,2020,0.0,0.0,Wednesday,0,38,1,1,afternoon,Sep,0,Content has link(s)
2020-09-09 19:22:00,253788558082460_3035837286544226,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/3035837286544226/,"Dear parents, as the #backtoschool season approaches, remember to reinforce everyday COVID-19 precautions to keep your ward safe and informed. And if you haven’t been putting funds away for their education, now is the time to do so with Stanbic IBTC Education Trust (#SET). 

To get started, kindly click here http://bit.ly/StanbicIBTCEnquiries to fill out your details on the inquiry drop-down to enable us contact you directly. You may also send an email to SITLAgency@stanbicibtc.com  #WealthWednesday",8666,8666,267,8399,7772,7772,894,894,8225,8225,253,8008,7441,2.78,2.93,241,74,74,22,2,0.12,133,143,56,0,0,194,164,86,74,12,2,0,116,56,55,0.0,2020,0.0,0.0,Wednesday,0,75,0,3,evening,Sep,0,Content has link(s)
2020-09-09 19:24:00,253788558082460_3035843969876891,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3035842493210372/?type=3,"Do you know that when you purchase N5000 airtime from your @easewallet through the Super App on 9 September, between 9:09 -9:39 am/pm you stand a chance of getting 90.9% bonus airtime! 
Read T&Cs here: http://bit.ly/StanbicIBTC909Giveaway
#ItCanBe",3653,3653,147,3506,3412,3412,241,241,3510,3510,134,3365,3304,2.68,2.79,98,45,45,1,2,0.11,46,50,18,0,0,83,78,49,45,1,2,0,36,17,23,0.0,2020,0.0,0.0,Wednesday,0,37,0,1,evening,Sep,0,Content has link(s)
2020-09-09 19:24:00,253788558082460_3035842493210372,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3035842493210372/?type=3,"Do you know that when you purchase N5000 airtime from your @easewallet through the Super App on 9 September, between 9:09 -9:39 am/pm you stand a chance of getting 90.9% bonus airtime! 
Read T&Cs here: http://bit.ly/StanbicIBTC909Giveaway
#ItCanBe",3691,3691,148,3543,3435,3435,256,256,3560,3560,135,3418,3334,2.66,2.75,98,45,45,1,2,0.11,46,50,18,0,0,83,78,49,45,1,2,0,36,17,23,0.0,2020,0.0,0.0,Wednesday,0,37,0,1,evening,Sep,0,Content has link(s)
2020-09-09 20:00:00,253788558082460_3035919959869292,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3035919959869292/?type=3,"It’s time! Purchase N5000 airtime and below from your @easewallet today between 9:09 -9:39 am/pm and enjoy 90.9% bonus airtime. Please note that the bonus will be credited within 24 hours.
T&Cs apply - http://bit.ly/StanbicIBTC909Giveaway
#ItCanBe",7523,7523,541,6982,6351,6351,1172,1172,7242,7242,509,6819,6177,5.61,5.83,422,72,68,104,0,0.21,230,246,49,0,0,236,188,108,70,43,0,0,150,50,103,0.0,2020,1.0,3.0,Wednesday,0,36,0,1,evening,Sep,0,Content has link(s)
2020-09-11 10:40:00,253788558082460_3040585686069386,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3040585686069386/?type=3,An opportunity to know about your pension contributions and withdrawal is here!Join our IG Live session today by 2pm as Mrs. Bolanle Shobowale will be providing all the details you need. #ItCanBe #BlueTalks,5022,5022,184,4838,4475,4475,547,547,4946,4946,174,4785,4425,2.89,2.93,145,43,39,10,1,0.0,91,91,22,0,0,106,91,49,43,7,1,0,63,22,49,0.0,2020,3.0,1.0,Friday,0,33,0,2,morning,Sep,0,Content has link(s)
2020-09-11 14:16:00,253788558082460_3041082376019717,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3041082376019717/?type=3,"Stock up on your vitamins with your Stanbic IBTC Mastercard, and while at it you can enjoy a  discount of 2.5% at any Medplus pharmacy using your Medplus loyalty card.For more information, call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.
#ItCanBe",6187,6187,18,6169,5794,5794,393,393,5999,5999,18,5987,5616,1.13,1.17,70,22,21,5,0,0.0,43,43,22,0,0,60,58,25,22,4,0,0,36,20,18,0.0,2020,0.0,1.0,Friday,0,45,0,1,afternoon,Sep,0,Content has link(s)
2020-09-11 15:30:00,253788558082460_3041273452667276,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3041273452667276/?type=3,"TGIF 💃 💃 💃 
If you are as excited as we are about the weekend, drop an emoji that shows your mood.
#ItCanBe",9362,9362,509,8853,8428,8428,934,934,9270,9270,460,8814,8418,4.6,4.65,431,130,124,51,3,0.0,247,247,60,0,0,288,270,143,127,22,2,0,174,59,132,0.0,2020,4.0,2.0,Friday,0,23,0,1,afternoon,Sep,0,Content has link(s)
2020-09-11 16:30:00,253788558082460_3041425119318776,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3041425119318776/?type=3,"Do you want to know more about the stock market?
Email stockbroking@stanbicibtc.com for more enquiries.
#ItCanBe",3667,3667,1,3666,3333,3333,334,334,3648,3648,1,3648,3264,2.62,2.63,96,29,27,3,0,0.0,64,64,18,0,0,72,70,31,29,3,0,0,44,18,33,0.0,2020,1.0,1.0,Friday,0,16,1,1,afternoon,Sep,0,Content has link(s)
2020-09-11 18:00:00,253788558082460_3041645605963394,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3041645605963394/?type=3,"As school is set to resume, let’s refresh our memory with this trivia😎 
Let us know how many words you can create in the comment section.
#Trivia
#ItCanBe",2685,2685,35,2650,2339,2339,346,346,2674,2674,34,2609,2322,6.07,6.1,163,20,18,14,0,0.0,129,129,17,0,0,108,101,24,20,7,0,0,97,16,91,0.0,2020,0.0,2.0,Friday,0,28,0,2,evening,Sep,0,Content has link(s)
2020-09-11 19:30:00,253788558082460_3041856422608979,Facebook,Photo,Anonymous,https://www.facebook.com/StanbicIBTC/photos/a.274142602713722/3041856422608979/?type=3,"Compound Interest is the result of reinvesting interest from an investment, in the same investment, rather than allowing it to be paid out.
#InvestmentDictionary
#NeverStopInvesting
#ItCanBe",12387,12387,665,11722,11193,11193,1194,1194,12336,12336,651,11650,11134,5.24,5.26,649,83,83,48,0,0.0,518,518,104,0,1,449,408,111,83,32,0,0,372,105,298,1.0,2020,0.0,0.0,Friday,0,26,0,3,evening,Sep,0,Content has link(s)
