Date,Post ID,Network,Content Type,Profile,Sent by,Link,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Year,part_of_day_posted,Month,day_of_week,is_weekend,post_length,contains_question,num_hashtags,no of tags,Linked Content(?)
2020-11-04 16:22:00,6729774697023586304,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6729774697489166337,"Get your walking shoes ready. 
We move! 😎

#Together4ALimb
#ITCANBE ",740,740,2.97,22,14,14,1,1,0.81,6,6,2020,afternoon,Nov,Wednesday,0,10,0,2,0,No linked content
2020-11-04 17:35:00,6729793251173249024,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6729793251617865728,"The Africa-China Agent Proposition (ACAP) was launched with the aim to strategically position Nigerian businesses for more leads and trade conversions. This trade solution is channeled to provide a safe and uninterrupted supply chain for the importation of goods from China to Nigeria.

Join us as we will discuss all you need to know about advancing Africa-China trade opportunities.

Click here https://lnkd.in/dyS8EqY to register.

#ITCANBE ",1856,1856,3.07,57,15,15,4,1,1.99,37,37,2020,evening,Nov,Wednesday,0,65,0,1,0,No linked content
2020-11-04 18:59:00,6729814330604298240,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6729814331233468416,"There are several reasons to maintain a funded pension account, but our most important reason would be to ensure you are adequately provided for at retirement.

If you are employed (self-employed or formally employed) and do not have a funded pension account, here are 3 more reasons to get you started today!

Visit linktr.ee/StanbicIBTC and click 'Enquiries' to give us your details and we will get in touch with you.


#WealthWednesday
#ITCANBE ",764,764,8.38,64,11,11,0,6,6.15,47,47,2020,evening,Nov,Wednesday,0,72,0,2,0,No linked content
2020-11-05 20:18:00,6730196612435476480,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:6730196612435476480,"It’s been six years of walking #Together4ALimb and we appreciate your unwavering love and commitment. 

On 14 November 2020, we will be walking virtually to raise awareness for children living with limb loss! 

Visit https://lnkd.in/dPzXQh7 and click ‘Together4ALimb’ to register.

#VirtualT4AL2020
#ITCANBE ",951,951,2.21,21,11,11,0,5,0.53,5,5,2020,evening,Nov,Thursday,0,42,0,3,0,No linked content
2020-11-06 11:10:00,6730421029954428928,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6730421030415826944,"Sending money to your loved ones is even easier!

 Inter-bank transfer fees on @ease is now N10 flat!

What are you waiting for? Start transacting!

#ITCANBE ",517,517,1.55,8,4,4,0,0,0.77,4,4,2020,morning,Nov,Friday,0,26,1,1,0,No linked content
2020-11-06 12:30:00,6730441097413193728,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730441097916497920,"If you're interested in investing in the FGN Retail Savings Bond, then visit www.linktr.ee/StanbicIBTC and we'll let you know how to get started.

#ITCANBE",401,401,2.74,11,5,5,0,1,1.25,5,5,2020,afternoon,Nov,Friday,0,24,0,1,0,No linked content
2020-11-06 13:30:00,6730456202976759808,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730456207456251904,"Start transacting with your business account again today to enjoy juicy benefits. 
Simply visit www.stanbicibtcbank.com and click on ‘Reactivate’ to get started.
#ITCANBE",403,403,0.99,4,3,3,0,0,0.25,1,1,2020,afternoon,Nov,Friday,0,23,0,1,0,No linked content
2020-11-06 14:30:00,6730471304115302400,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730471304660578304,"Make the right choice for their tomorrow today by opening a Stanbic IBTC Education Trust. 
Visit https://lnkd.in/dPzXQh7 and click ‘Enquiries’ to leave your details and we will contact you.
#SET  
#ITCANBE",1431,1431,2.8,40,13,13,1,1,1.75,25,25,2020,afternoon,Nov,Friday,0,31,0,2,0,No linked content
2020-11-06 20:00:00,6730554399904546816,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730554400311390208,"It’s finally Friday!! 
Time to relax and take a break from a stressful week. 
So, what’s your plan for the weekend? 
Resting, working or shopping? 
Whatever it is, have fun doing it!
#TGIF
",472,472,2.12,10,6,6,0,0,0.85,4,4,2020,evening,Nov,Friday,0,33,1,1,0,No linked content
2020-11-06 20:58:00,6730569163066105856,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6730569163670089728,"Stanbic IBTC PMI rises to 53.5 in October as businesses conditions improve. 

Here are the highlights.

#StanbicIBTCPMI
#ITCANBE ",608,608,5.76,35,6,6,0,0,4.77,29,29,2020,evening,Nov,Friday,0,18,0,2,0,No linked content
2020-11-07 10:00:00,6730765746198085632,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730765746512637952,"Never give anyone your Mobile App or Internet Banking passwords. 
If you suspect that your password has been compromised, change it immediately. 
Call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com to learn more.

#ITCANBE
",507,507,1.97,10,3,3,0,2,0.99,5,5,2020,morning,Nov,Saturday,1,37,0,1,0,No linked content
2020-11-07 14:00:00,6730826173514846208,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730826173854572547,"For the past 5 years, we have gathered and walked to raise awareness for people with limb loss. 
This year, because of the COVID-19 pandemic, we will be walking virtually for people living with limb loss. 
Will you join us? 
Click here: https://lnkd.in/dW3s6ZS to get walking!


#Together4ALimb
#VirtualT4AL2020 
#ITCANBE
",630,630,3.49,22,9,9,1,0,1.9,12,12,2020,afternoon,Nov,Saturday,1,49,1,3,0,No linked content
2020-11-07 16:00:00,6730856364278611968,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6730856364630925312,"Not sure when your insurance policy expires? 
With the Insurance module on the Super App, you can view your policies, make claims and much more! 
Visit https://lnkd.in/dPzXQh7 to download the Super App.
 #BestInsuranceDeals
#ITCANBE
",584,584,1.71,10,7,7,0,1,0.34,2,2,2020,afternoon,Nov,Saturday,1,34,1,2,0,No linked content
2020-11-08 14:00:00,6731188537690996736,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6731188538202693632,"Because of these heroes, we will be walking virtually #Together4ALimb in 6 days. Will you join us? Click here: https://lnkd.in/dW3s6ZS to get walking!
#VirtualT4AL2020

",820,820,2.93,24,15,15,0,2,0.85,7,7,2020,afternoon,Nov,Sunday,1,24,1,2,0,No linked content
2020-11-08 16:00:00,6731218775263211520,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6731218775263211520,"Money is difficult to come by and should be managed properly, especially in these times.
Dear couples, how do you handle money matters? 
Share with us! 
#MoneyTalk
#ITCANBE
",1840,1840,1.96,36,9,9,1,3,1.25,23,23,2020,afternoon,Nov,Sunday,1,28,1,2,0,No linked content
2020-11-08 18:00:00,6731249026915696640,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6731249026915696640,"Is this you or do you know someone like this? 
Share with us a short story about a time you were splurging and felt the nudge to ‘calm down’ and you did. 
The story with the most likes stands a chance to WIN a goody bag from us. 
Visit https://lnkd.in/dPzXQh7 and click Future Me Giveaway to read the terms and conditions.
#FutureMeChallenge
#ITCANBE",342,342,1.75,6,1,1,0,2,0.88,3,3,2020,evening,Nov,Sunday,1,63,1,2,0,No linked content
2020-11-09 09:00:00,6731475426637557760,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6731475426960535553,"This week, choose to live life full of hope! 
Have a great week ahead.
#PowerUpMonday
#MondayMotivation
#ITCANBE
",1216,1216,6.0,73,21,21,12,3,3.04,37,37,2020,morning,Nov,Monday,0,17,0,3,0,No linked content
2020-11-09 11:00:00,6731505630298832900,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6731505630701461504,"We offer strategic advice across mergers and acquisitions, divestitures, corporate restructuring, cross border transactions, shareholder exits and bespoke advisory situations.
Talk to us, send an email to IBenquiries@stanbicibtc.com
#ITCANBE",539,539,2.04,11,7,7,0,0,0.74,4,4,2020,morning,Nov,Monday,0,29,0,1,0,No linked content
2020-11-09 15:00:00,6731566127798874112,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6731566127798874112,"Do you know a big spender? 
Tell that person to splurge a little today, but save even more for the future. 
To start a voluntary pension contribution with us today, visit https://lnkd.in/dPzXQh7 and click ‘#FutureMe’.

#ITCANBE",884,884,1.7,15,4,4,0,1,1.13,10,10,2020,afternoon,Nov,Monday,0,36,1,2,0,No linked content
2020-11-09 15:34:00,6731574685835771904,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6731574686276190208,"You don’t have to leave your office. 
Visit our website, www.stanbicibtcbank.com and click ‘Quick Service’ to open a corporate account right where you are.

#ITCANBE ",519,519,2.12,11,3,3,0,0,1.54,8,8,2020,afternoon,Nov,Monday,0,25,0,1,0,No linked content
2020-11-09 18:15:00,6731615110042841088,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6731615110571323392,"It's our sixth year walking #Together4ALimb and we will be walking virtually this year.
To make that happen, we will be using a web app. 
We encourage you to complete a 36KM walk in 6 days to create awareness for children living with limb loss.
Click here: https://lnkd.in/dW3s6ZS to start walking!

#VirtualT4AL2020
#ITCANBE ",511,511,2.54,13,9,9,0,0,0.78,4,4,2020,evening,Nov,Monday,0,53,0,3,0,No linked content
2020-11-10 08:15:00,6731826569829982208,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6731826570224250881,"Let’s serve you again, reactivate your business account and enjoy special perks just for you.
Visit www.stanbicibtcbank.com and click ‘Reactivate’ to get started.
T & Cs apply

#ITCANBE 
",544,544,2.21,12,6,6,0,0,1.1,6,6,2020,morning,Nov,Tuesday,0,28,0,1,0,No linked content
2020-11-10 10:01:00,6731853212522946560,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6731853212522946560,"Keep an eye on your investments with the Super App. 
Visit https://lnkd.in/dPzXQh7 to download the Super App.

#NeverStopInvesting
#ITCANBE 

",712,712,1.54,11,7,7,0,1,0.42,3,3,2020,morning,Nov,Tuesday,0,19,0,2,0,No linked content
2020-11-10 15:08:00,6731930476681940992,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6731930476681940992,"Here is a guide to use the #Together4ALimb web app.

 What are you waiting for? 

Click here: https://lnkd.in/dW3s6ZS and start walking!

#VirtualT4AL2020
#ITCANBE ",550,550,0.73,4,3,3,0,0,0.18,1,1,2020,afternoon,Nov,Tuesday,0,23,1,3,0,No linked content
2020-11-10 18:02:00,6731974397122498560,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:6731974397122498560,"Transfer Window opens on Monday 16 November, 2020.

#ITCANBE ",1422,1422,4.01,57,20,20,2,18,1.2,17,17,2020,evening,Nov,Tuesday,0,9,0,1,0,No linked content
2020-11-10 19:01:00,6731989081384857601,LinkedIn,Text,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6731989081913352192,"The year 2020 has been a wild ride. 

How have you coped in the midst of it? 

Please share with us. 

#TuesdayThoughts 
#ITCANBE ",1601,1601,1.5,24,5,5,1,1,1.06,17,17,2020,evening,Nov,Tuesday,0,23,1,2,0,No linked content
2020-11-11 08:58:00,6732199682191196160,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732199682686119936,"We have the capabilities to help you raise capital from the stock market. 
Send an email to IBenquiries@stanbicibtc.com to get started. 

#ITCANBE
",700,700,2.71,19,13,13,0,3,0.43,3,3,2020,morning,Nov,Wednesday,0,22,0,1,0,No linked content
2020-11-11 11:23:00,6732236174879932416,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732236175253221376,"When last did you buy airtime for someone? 👂

Share some love today.

#ITCANBE

",469,469,1.28,6,4,4,0,0,0.43,2,2,2020,morning,Nov,Wednesday,0,14,1,1,0,No linked content
2020-11-11 13:03:00,6732261398778265600,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6732261399331917825,"In 3 days, we will be walking virtually #Together4ALimb because of Aisha. 

Click here: https://lnkd.in/dW3s6ZS to start walking!

#VirtualT4AL2020
#ITCANBE",628,628,3.5,22,9,9,0,1,1.91,12,12,2020,afternoon,Nov,Wednesday,0,20,0,3,0,No linked content
2020-11-11 14:00:00,6732275748272381952,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6732275748645679104,Are you looking for a low risk mutual fund to invest in? Join our #BlueTalks Twitter chat session today by 3pm as Adedayo Ademola-Sokoya discusses on how you can invest in the Stanbic IBTC Guaranteed Investment Fund.,594,594,2.19,13,9,9,0,0,0.67,4,4,2020,afternoon,Nov,Wednesday,0,37,1,1,0,No linked content
2020-11-12 08:07:00,6732549238892367872,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732549239425036289,"Make the right investment choice with InvestBeta! 

Visit linktr.ee/StanbicIBTC to get started!

#NeverStopInvesting
#ITCANBE
",616,616,3.25,20,6,6,0,5,1.46,9,9,2020,morning,Nov,Thursday,0,14,0,2,0,No linked content
2020-11-12 10:19:00,6732582451748642816,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732582452130308096,"Let’s take a little breather shall we?
Did you play this game growing up? 
Tell us the name of the game…. and no, we don’t mean X and O 😄

#ThrowbackThursday
#ITCANBE
",94,94,1.06,1,0,0,0,0,1.06,1,1,2020,morning,Nov,Thursday,0,32,1,2,0,No linked content
2020-11-12 14:00:00,6732638104869470209,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732638105242746880,"Make your customers’ payments secure with PayWithLink  by sharing your unique link with them.

Send an email to customercarenigeria@stanbicibtc.com to get onboarded. 

#ITCANBE
",613,613,1.63,10,6,6,0,0,0.65,4,4,2020,afternoon,Nov,Thursday,0,23,0,1,0,No linked content
2020-11-12 15:47:00,6732665220906405888,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6732665221657194496,"Thank you @asiwajuifeanyi and @chicky4j for your feedback.

We will keep doing our best to give you a seamless service. 💙
 
#ITCANBE

",845,845,2.96,25,13,13,0,1,1.3,11,11,2020,afternoon,Nov,Thursday,0,22,0,1,0,No linked content
2020-11-12 17:10:00,6732686125820903425,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6732686126387142656,"
2 more days till we walk virtually #Together4ALimb for Chidinma. 

Click here: https://lnkd.in/dW3s6ZS to get walking!

#VirtualT4AL2020
#ITCANBE 
",594,594,3.54,21,12,12,0,0,1.52,9,9,2020,evening,Nov,Thursday,0,18,0,3,0,No linked content
2020-11-12 18:30:00,6732706058004914176,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732706058487255040,"
Will you walk to raise awareness for children living with limb loss?

 Click here: https://lnkd.in/dW3s6ZS to start walking!

#VirtualT4AL2020
#ITCANBE",517,517,1.35,7,5,5,0,0,0.39,2,2,2020,evening,Nov,Thursday,0,20,1,2,0,No linked content
2020-11-13 08:00:00,6732910028677763072,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6732910029223010305,"Get more when you pay for groceries with your Stanbic IBTC card at any Hubmart store. 

Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details

#ITCANBE 

",652,652,2.76,18,5,5,1,0,1.84,12,12,2020,morning,Nov,Friday,0,28,0,1,0,No linked content
2020-11-13 10:39:00,6732949995126829056,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6732949995676307456,"What will you be doing tomorrow? 

We will be walking virtually #Together4ALimb to raise awareness for children living with limb loss like Emmanuella and Hamza. 

Click here: https://lnkd.in/dW3s6ZS and start walking for them!

#VirtualT4AL2020
#ITCANBE 

",786,786,4.58,36,10,10,0,1,3.18,25,25,2020,morning,Nov,Friday,0,35,1,3,0,No linked content
2020-11-13 12:24:00,6732976303923855360,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6732976304364240896,"Airtime top-up with *909# just got even more secure! 😉

To authorise airtime top-up when you dial *909* Amount#, you are now required to enter the last 6 digits of your debit card number.

Please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com for more information.


#ITCANBE 
",514,514,1.36,7,4,4,0,0,0.58,3,3,2020,afternoon,Nov,Friday,0,50,0,3,0,No linked content
2020-11-13 14:00:00,6733000517213003776,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6733000517615665152,"Experience the peace that comes from knowing that no matter what happens, you are covered.

Visit www.linktr.ee/StanbicIBTC to get the #BestInsuranceDeals

#ITCANBE
",522,522,0.57,3,3,3,0,0,0.0,0,0,2020,afternoon,Nov,Friday,0,22,0,2,0,No linked content
2020-11-13 18:00:00,6733060915622617088,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6733060916478275584,"How fast can you get the right code?

#ITCANBE
",1353,1353,6.43,87,16,16,11,0,4.43,60,60,2020,evening,Nov,Friday,0,9,1,1,0,No linked content
2020-11-13 19:50:00,6733088763297181696,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6733088763800518656,"Thank you for joining our Twitter chat session on The ABCs of the Stanbic IBTC Guaranteed Investment Fund. 
#ICYMI, here are the highlights.
If you have questions, please visit https://lnkd.in/djagz6a and click ‘Enquiries’, leave your details and we will reach out to you!",696,696,9.48,66,9,9,0,2,7.9,55,55,2020,evening,Nov,Friday,0,43,0,1,0,No linked content
2020-11-14 08:00:00,6733272257231114240,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6733272257604399104,"The journey so far, and we’re just getting started. 

Today, we walk virtually to raise awareness for children living with limb loss. 

#Together4ALimb
#ITCANBE",1370,1370,4.45,61,24,24,4,3,2.19,30,30,2020,morning,Nov,Saturday,1,24,0,2,0,No linked content
2020-11-14 10:49:00,6733314879463149568,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:6733314879463149568,"
The reason we walk is not far-fetched. We do it for the hope we bring to brighten their future.

#Together4ALimb
#VirtualT4AL2020",1709,1709,2.22,38,18,18,0,5,0.88,15,15,2020,morning,Nov,Saturday,1,21,0,2,0,No linked content
2020-11-14 14:05:00,6733364259813629952,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:6733364259813629952,"Country Head, Human Capital, Olufunke Amobi, out here walking #Together4ALimb. 

Don't forget to share your pictures and videos using the hashtag.
#VirtualT4AL2020",9335,9335,4.02,375,148,148,6,1,2.36,220,220,2020,afternoon,Nov,Saturday,1,22,0,2,0,No linked content
2020-11-16 08:19:00,6734002021109645312,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6734002021562621953,"Whatever comes at you this week, remember that you can overcome it!

Have a great week ahead.

#PowerUpMonday
#ITCANBE

",1980,1980,3.59,71,30,30,5,1,1.77,35,35,2020,morning,Nov,Monday,0,19,0,2,0,No linked content
2020-11-16 09:42:00,6734022756570038272,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6734022756570038272,"It’s a great time to start planning for your children’s future!

Click here www.linktr.ee/StanbicIBTC to get started.

#ITCANBE
",770,770,1.17,9,6,6,0,1,0.26,2,2,2020,morning,Nov,Monday,0,18,0,1,0,No linked content
2020-11-16 11:00:00,6734042510735245312,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6734042510735245312,"Join over 1.4 million professionals who have chosen to #RetireWell with Stanbic IBTC. 

Visit https://lnkd.in/djagz6a, click 'Switch Campaign' and we will contact you on how to switch.

#ITCANBE ",70,70,2.86,2,2,2,0,0,0.0,0,0,2020,morning,Nov,Monday,0,28,0,2,0,No linked content
2020-11-16 11:47:00,6734054174897512448,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:6734054174897512448,"Join over 1.4 million professionals who have chosen to #RetireWell with Stanbic IBTC Pension Managers. 

Visit https://lnkd.in/djagz6a, click 'Make the right move to Stanbic IBTC Pension Managers' so that we can contact you.

#ITCANBE ",1443,1443,2.84,41,18,18,0,12,0.76,11,11,2020,morning,Nov,Monday,0,34,0,2,0,No linked content
2020-11-16 12:00:00,6734057461113724928,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6734057461516378112,"We have a proven ability to provide you with a full spectrum of solutions to fund your corporate projects. 

To find out more, visit our website: https://lnkd.in/dR7jiiT  

#ITCANBE",471,471,1.27,6,5,5,0,1,0.0,0,0,2020,afternoon,Nov,Monday,0,28,0,1,0,No linked content
2020-11-16 13:36:00,6734081595256381440,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6734081595814227968,"We are pleased to inform you that Stanbic IBTC Capital has won 4 out of 9 awards namely: Best M&A House, Best M&A Deal of 2019, Best Commercial Paper House and Best Investment Bank. 

This recognition was made at the recently held Association of Issuing Houses 2020 Investment Banking Awards. We thank all our esteemed clients for giving us the opportunity to partner with them for growth.


From left: The Chief Executive, Stanbic IBTC Capital, Funso Akere; Executive Director, Stanbic IBTC Capital, Oyinda Akinyemi and President, Association of Issuing Houses of Nigeria, Ike Chioke.

#ITCANBE",27949,27949,5.31,1484,496,496,48,7,3.34,933,933,2020,afternoon,Nov,Monday,0,95,0,1,0,No linked content
2020-11-16 14:00:00,6734087665752264704,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6734087666087817216,"As a business woman, Sandra was the type of lady who was always hyped about being paid for any job she did.

She had the mindset of ‘As e dey come, we go spend am’

This caused her to run into debt and she never invested or saved for rainy days.

#ITCANBE
",719,719,1.95,14,5,5,1,1,0.97,7,7,2020,afternoon,Nov,Monday,0,52,0,1,0,No linked content
2020-11-16 15:51:00,6734115560751169536,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6734115561090912258,"We provide useful information regarding business models, accounting, marketing and legal aspects that will enable your business to achieve your goals.

Send an email to CustomerCareNigeria@stanbicibtc.com to learn more.

#ITCANBE
",600,600,2.5,15,10,10,0,1,0.67,4,4,2020,afternoon,Nov,Monday,0,30,0,1,0,No linked content
2020-11-17 08:00:00,6734359494593130496,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6734359494983225345,"Can you say this out to yourself in confidence?

Take responsibility of your finances today.

#ITCANBE
",913,913,5.04,46,28,28,1,3,1.53,14,14,2020,morning,Nov,Tuesday,0,16,1,1,0,No linked content
2020-11-17 10:03:00,6734390370311905281,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6734390370743939072,"Need to know what the highest price stock is now? 

Use the Stocks module on the Stanbic IBTC Super App to find out!

Visit https://lnkd.in/dPzXQh7 to download the Super App.

#LikeAHero
#ITCANBE
  
",601,601,2.66,16,8,8,0,0,1.33,8,8,2020,morning,Nov,Tuesday,0,32,1,2,0,No linked content
2020-11-17 11:41:00,6734415098258972672,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:6734415098258972672,"Watch this video to see steps on how to seamlessly move your Retirement Savings Account (RSA). 

Visit https://lnkd.in/djagz6a, click 'Make the right move with Stanbic IBTC Pension Managers' and we will contact you.

#ITCANBE ",702,702,3.99,28,16,16,0,6,0.85,6,6,2020,morning,Nov,Tuesday,0,34,0,1,0,No linked content
2020-11-17 14:00:00,6734450072244781056,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:activity:6734450073087840256,"We are at your service!

Visit  https://lnkd.in/dPzXQh7 and click ""Reactivate Your Account "" to get started.

T&Cs apply

#ITCANBE

",586,586,2.73,16,11,11,0,1,0.68,4,4,2020,afternoon,Nov,Tuesday,0,19,0,1,0,No linked content
2020-11-18 11:21:00,6734772576947580928,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6734772577505435649,"Are you ready to make the right move? 

Visit https://lnkd.in/djagz6a, click 'Make the right move with Stanbic IBTC Pension Managers' and we will contact you.

#ITCANBE ",699,699,3.58,25,7,7,0,2,2.29,16,16,2020,morning,Nov,Wednesday,0,26,1,1,0,No linked content
2020-11-18 17:54:00,6734871468146094080,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6734871468515180544,"Let’s serve you again and enjoy special perks when you reactivate your business account.
Visit  https://lnkd.in/d2xJG9C and click ‘Reactivate Your Account ’ to get started.
T & Cs apply",524,524,1.15,6,4,4,0,1,0.19,1,1,2020,evening,Nov,Wednesday,0,29,0,0,0,No linked content
2020-11-19 15:44:00,6735201168751919105,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6735201169599168512,"Today we celebrate you and the good things you stand for.
Happy #InternationalMensDay

Tag that special man in your life.
",902,902,4.1,37,25,25,1,3,0.89,8,8,2020,afternoon,Nov,Thursday,0,20,0,1,0,No linked content
2020-11-19 16:30:00,6735212564524888066,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6735212565032378368,Some #Throwback pictures from our #Together4ALimb virtual walk held over the weekend.,1804,1804,33.15,598,16,16,0,0,32.26,582,582,2020,afternoon,Nov,Thursday,0,12,0,2,0,No linked content
2020-11-19 17:30:00,6735227651545415681,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6735227652015190017,"Make the transition to cashless payments when you use PayWithLink. How does it work? You share your link with your customer, they click on the link and make payment immediately.
Send an email to customercarenigeria@stanbicibtc.com to get onboarded. #ITCANBE",673,673,2.38,16,10,10,1,0,0.74,5,5,2020,evening,Nov,Thursday,0,39,1,1,0,No linked content
2020-11-19 19:29:00,6735257745106206720,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6735257745504641024,"This should be easy if you are a movie fan.

Clue – it’s from a cyborg movie.",488,488,6.76,33,3,3,3,0,5.53,27,27,2020,evening,Nov,Thursday,0,17,0,0,0,No linked content
