Date,Post ID,Network,Content Type,Profile,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves,Year,no of tags,part_of_day_posted,day_of_week,is_weekend,post_length,contains_question,num_hashtags,Month
2021-09-14 18:15:00,18175998295148622,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CTz1_8UM285/,"With zero account opening balance you can open a stockbroking account and start investing!
To get started, visit the link in our bio and click 'Open a Stockbroking Account’.
#StartWithZero
#ITCANBE",2078,2078,1902,1902,1.59,1.74,33,31,31,2,0,2021,0,evening,Tuesday,0,31,0,2,Sep
2021-09-14 19:07:00,18250919854009674,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CTz7_9TocxX/,"Want to win big in the Stanbic IBTC Reward4Saving promo?
Tune in to 88.9 Brilla FM tomorrow morning at 8am and listen as Olufunke Isichei unravels everything you need to know.
Don't miss out!

#ITCANBE",1917,1917,1796,1796,2.19,2.34,42,40,40,2,0,2021,0,evening,Tuesday,0,35,1,1,Sep
2021-09-15 10:34:00,17911237415041329,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT1mEhMsVQX/,"Join the millionaires club! 
Get rewarded with N1 million naira when you deposit N5,000 in a new or existing your Stanbic IBTC savings account or @easewallet. 
Read Terms and Conditions here: https://bit.ly/StanbicIBTCReward4SavingTsandCs
#Reward4Saving
#ITCANBE",284,284,278,278,2.11,2.16,6,5,5,1,0,2021,1,morning,Wednesday,0,34,0,2,Sep
2021-09-15 14:15:00,17865124538549217,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT1_UxyMQMc/,"Do you love all things tech related? 
Then the Stanbic IBTC Digital Skills Empowerment Program (DISEP) is for you! 
Get ready to be equipped with all the digital skills you need to soar high.

Visit the link in our bio and select ‘Apply for DiSEP’ to get started.
#ITCANBE",2130,2130,1998,1998,1.69,1.8,36,28,28,5,3,2021,1,afternoon,Wednesday,0,49,1,1,Sep
2021-09-15 15:50:00,18107439733252785,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT2KMBAt7Ud/,"The battle just got hotter as the teams push though in the semi finals on the field by 4pm today for the #HiFL2021 trophy. Rep your team in the comments.
#HiFLStanbicIBTC
#ITCANBE",1230,1230,1131,1131,1.79,1.95,22,22,22,0,0,2021,0,afternoon,Wednesday,0,32,0,3,Sep
2021-09-15 17:08:00,17991524188364408,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CT2TI4Goxxc/,"The African Continental Free Trade Area (AfCFTA) agreement was established to facilitate free trade across the continent. What are the potentials of the agreement for Nigeria?

Join us as we discuss this at the Nigeria-South Africa Chamber of Commerce (NSACC) September webinar on Thursday, 23 September at 10am (WAT).

Click the link in our bio and click 'NIGERIA-SOUTH AFRICA CHAMBER OF COMMERCE (NSACC) BREAKFAST SESSION' to register.

#AfCFTA

#NSACC

#ITCANBE",1631,1631,1505,1505,1.96,2.13,32,32,32,0,0,2021,0,evening,Wednesday,0,70,1,3,Sep
2021-09-15 17:15:00,17937124888627422,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT2T7TDj5ev/,"Join the millionaires club! 
Get rewarded with one million naira when you deposit N5,000 in a new or existing Stanbic IBTC savings account or @easewallet. 
Terms and Conditions apply.
#Reward4Saving
#ITCANBE",2642,2642,2385,2385,2.54,2.81,67,45,45,21,1,2021,0,evening,Wednesday,0,31,0,2,Sep
2021-09-15 19:58:00,18238595902069328,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CT2mlmKLl2l/,"Join us tomorrow morning at 6:30 am on Smooth FM 98.1 as Seyi Egbarin, Head, Institutional Trust, Stanbic IBTC Trustees would be discussing all you need to know about Security Trustees on the 'Business Express' show.

#ITCANBE",3564,3564,3340,3340,2.89,3.08,103,80,80,21,2,2021,0,evening,Wednesday,0,37,0,1,Sep
2021-09-16 10:00:00,17950507420522973,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT4G8n2MnP9/,"The African Continental Free Trade Area (AfCFTA) agreement was signed in 2018 to promote the free movement of people, businesses, goods and investments across Africa. 
We recently held a seminar to understand the potentials and opportunities of the agreement. 
Visit the link in our bio and click on 'Stanbic IBTC YouTube page' to watch the replay.

#AfCFTA
 #trade
 #ITCANBE",1408,1408,1314,1314,1.99,2.13,28,24,24,3,1,2021,0,morning,Thursday,0,59,0,3,Sep
2021-09-16 12:01:00,17918892730924027,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CT4U0m4Ivfn/,"#Repost @officialnesg

Nigeria’s economic trajectory has been relentlessly veering off its potential, facilitating poverty, insecurity, inequality, unemployment, debt and fiscal unsustainability amongst a myriad of issues. 

#NES27 will convene stakeholders with a sense of urgency to address the constraints that impede Nigeria’s vision of exploiting its economic potentials. 

#ifnotnowwhen #ActNow #securethefutureng
#ITCANBE",1175,1175,1058,1058,1.45,1.61,17,16,16,1,0,2021,0,afternoon,Thursday,0,52,0,6,Sep
2021-09-16 12:57:00,17932502893679726,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT4bQOQNfxg/,"By popular demand, we have started another round of  applications for the Stanbic IBTC University Scholarship.
Because we believe that education should not just be a dream, IT CAN BE a reality. 

To know more, visit https://bit.ly/STANBICIBTCUNIVERSITYSCHOLARSHIP 
Terms and Conditions apply.
#ITCANBE",1792,1792,1688,1688,3.46,3.67,62,38,38,23,1,2021,1,afternoon,Thursday,0,42,0,1,Sep
2021-09-16 14:32:00,17923093273873446,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT4mEIBtt67/,"Some of us dreaded school resumption when we were younger.
Tell us how you overcame that fear. 
#ThrowbackThursday
#ITCANBE",1519,1519,1396,1396,2.37,2.58,36,28,28,7,1,2021,0,afternoon,Thursday,0,19,0,2,Sep
2021-09-16 19:09:00,17894124218349889,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT5Fw9Rlbjn/,"Join us on Monday, 20 September 2021 in an educative panel discussion towards achieving net-zero emissions.
Visit this link  https://bit.ly/ZeroEmissionsWebinar to register now.
#StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",2258,2258,2090,2090,1.95,2.11,44,40,40,2,2,2021,0,evening,Thursday,0,26,0,3,Sep
2021-09-17 07:43:00,17953750696506440,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CT6cG9kI0KO/,"#Repost @hiflnigeria
• • • • • •
Onukafor Destiny of the @UNNLions was presented the ""Stanbic IBTC Man of the Match"" by Professor Charles Igwe, Vice Chancellor University of Nigeria, Nsukka right after the @UNNLions Vs @AAUALuminaries_ first leg Semi-Final match.

Well deserved. 👏

#HiFL2021
#UNNVsAAUA
#HiFL2021SF
#HiFLStanbicIBTC2021
#ITCANBE",1901,1901,1735,1735,2.26,2.48,43,42,42,1,0,2021,0,morning,Friday,0,50,0,6,Sep
2021-09-17 09:35:00,17876201564531860,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT6o3nAsD4Z/,"Imagine waking up to being a millionaire! 💃🏿🕺🏽
Yes, you read that right!
Join our live session today by 2pm with Bukunmi Adeaga-Ilori (@kie_kie__) and Olufunke Isichei Head, Established Markets, Stanbic IBTC and let's show you.
Don't say we have not done anything for you oh 😄!
#ITCANBE
#Reward4Saving",5065,5065,4626,4626,2.86,3.13,145,113,113,29,3,2021,0,morning,Friday,0,49,0,2,Sep
2021-09-17 12:11:00,18135265678230819,Instagram,Video,stanbicibtc,Anonymous,https://www.instagram.com/tv/CT66Wodow6n/,"Have you been asking yourself what investment opportunities that exist and how to access them?
We recently held a webinar tagged ‘Build to Last’  to discuss this. 
Visit https://youtu.be/x_TvfFFAQWA to watch the replay.
 
#ITCANBE",2137,2137,1967,1967,2.11,2.29,45,39,39,0,6,2021,0,afternoon,Friday,0,34,1,1,Sep
2021-09-17 12:24:00,17918091688920588,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT68NfwMjo_/,"Whether it is corn, Boli, Akara, Puff Puff or Suya, we all  have that one street food we can’t miss.
Share with us your favourite street food.
#FoodieFriday
#ITCANBE",2226,2226,2055,2055,2.52,2.73,56,47,47,9,0,2021,0,afternoon,Friday,0,29,0,2,Sep
2021-09-17 16:30:00,17891306027312855,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CT7YcOrIuuc/,"Stanbic IBTC Capital is delighted to have advised the Lagos Free Zone Company as the Lead Issuing House of the N10.5bn, 20-Year Series 1 Infrastructure Bond which evidences the depth and liquidity of the Nigerian Debt Capital Market.
#LagosFreeZoneCompany 
#ITCANBE",2722,2722,2528,2528,2.24,2.41,61,58,58,3,0,2021,0,afternoon,Friday,0,40,0,2,Sep
2021-09-17 17:53:00,18003689098357134,Instagram,Video,stanbicibtc,Anonymous,https://www.instagram.com/tv/CT7hsVxIprq/,"All you need to do is take a screenshot of the geng you rep in the video, then post on your timeline and tag @stanbicibtc to stand a chance to win airtime from us.
Ts&Cs apply - https://bit.ly/StanbicIBTC909GiveawayTandC

#ITCANBE",1244,1244,1083,1083,2.89,3.32,36,27,27,9,0,2021,0,evening,Friday,0,39,0,1,Sep
2021-09-18 10:11:00,18168987136090616,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CT9RyiRL52T/,"Today, we are a success because of your loyalty and the faith YOU, our customers, have in us.
We will continue to raise the bar.
Thank you, Bature Enoch. 🤗
#ITCANBE",8510,8510,7707,7707,3.91,4.32,333,260,260,69,4,2021,0,morning,Saturday,1,31,0,1,Sep
2021-09-18 11:42:00,17901266246220570,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT9cMpasaA0/,"Never leave home without your facemask and hand sanitiser, protect yourself and your loved ones from COVID-19. 
#StaySafe
#ITCANBE",1694,1694,1575,1575,1.89,2.03,32,28,28,4,0,2021,0,morning,Saturday,1,19,0,2,Sep
2021-09-18 16:09:00,18255355075000452,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT96wWcsIDg/,"How do we create an environment conducive and healthy to live in?

Join the conversation on Monday, 20 September 2021 as we discuss this and much more.

Visit this link https://bit.ly/ZeroEmissionsWebinar to register now.
#StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",2384,2384,2152,2152,2.18,2.42,52,45,45,6,1,2021,0,afternoon,Saturday,1,37,1,3,Sep
2021-09-18 18:24:00,18251955694032880,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT-KNEuMvxW/,"Make school payments, buy airtime ,make transfers and do so much more with *909#.
#ITCANBE",1473,1473,1318,1318,1.97,2.2,29,26,26,3,0,2021,0,evening,Saturday,1,15,0,2,Sep
2021-09-19 08:58:00,18162737962166482,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CT_uQRsMElu/,"Awoof wey no dey purge belle don land!
Stand a chance to win N100,000 as consolation prize in the monthly draw and N1,000,000 grand prize in the final draw.
Terms and Conditions apply.
#Reward4Saving
#ITCANBE",3010,3010,2827,2827,3.46,3.68,104,69,69,34,1,2021,1,morning,Sunday,1,35,0,2,Sep
2021-09-19 16:10:00,17978853379411857,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUAfqoRMItV/,"To invest in stocks, you must first understand the stock market and we can help you with that.
Visit the link in our bio and click 'Open a Stockbroking Account’ to get started.
#StartWithZero
#ITCANBE",1393,1393,1303,1303,1.94,2.07,27,21,21,4,2,2021,0,afternoon,Sunday,1,35,0,2,Sep
2021-09-19 18:00:00,17939501620607206,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUAsQ3os0oK/,"Whatever your investment approach is, we can guide you on the right path with Invest Beta.
Visit the link in our bio and click on 'Let's help you make the right investment choice' to begin.

#ITCANBE",2319,2319,2077,2077,2.41,2.7,56,34,34,18,4,2021,0,evening,Sunday,1,36,0,1,Sep
2021-09-20 09:15:00,17917803352937385,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUCU9z8ME_-/,"Start with the little you have and don’t be discouraged by your humble beginnings.
May this week be good to you.
#PowerUpMonday
#MotivationMonday
#ITCANBE",1497,1497,1368,1368,2.61,2.85,39,25,25,11,3,2021,0,morning,Monday,0,24,0,3,Sep
2021-09-20 13:00:00,17942333995558439,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUCuu31tevB/,"Get ready to hear insights on how to begin your exciting journey towards achieving net-zero emissions. 

Kindly visit https://bit.ly/Netzerowebinar to join the conversation

#StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",2122,2122,1933,1933,1.93,2.12,41,26,26,14,1,2021,0,afternoon,Monday,0,26,0,3,Sep
2021-09-20 14:52:00,17890085435320109,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUC7iKJsLLn/,"How intentional are you about meeting your orders pronto? Reach out to us today and take advantage of the Stanbic IBTC SME Loan to never lose a deal.
Visit the link in our bio and click ‘SME Loan’ to begin.
#ITCANBE",3841,3841,3397,3397,3.1,3.5,119,61,61,56,2,2021,1,afternoon,Monday,0,41,1,1,Sep
2021-09-20 16:07:00,17984151964402085,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUDEHgWNoRC/,"By enabling free trade across Africa, the African Continental Free Trade (AfCFTA) agreement  promotes industrialisation and boosts prosperity across the continent.
We recently held a seminar to understand the potentials and opportunities of the agreement.
Visit the link in our bio and click on 'Stanbic IBTC YouTube page' to watch the replay.

#AfCFTA 
#trade
 #ITCANBE",2197,2197,2033,2033,2.0,2.16,44,24,24,17,3,2021,0,afternoon,Monday,0,55,0,3,Sep
2021-09-20 16:41:00,17872071485571833,Instagram,Video,stanbicibtc,Anonymous,https://www.instagram.com/p/CUDF_-_gegh/,"Did you miss our live session on how you can become a millionaire by participating in the Reward4Saving promo?
Not to worry, simply visit this link https://youtu.be/QnUs5llCtPI to watch the replay.
#ITCANBE",3208,3208,2942,2942,3.46,3.77,111,90,90,13,8,2021,0,afternoon,Monday,0,32,1,1,Sep
2021-09-20 17:45:00,17875663709536943,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUDPbsrNmPX/,"Follow along this week for exciting content and an educative webinar where you can learn about how to begin your exciting journey towards achieving net zero emissions.
#StanbicIBTCSW2021 
#WorkingTowardsNetZeroEmissions
#ITCANBE",1301,1301,1196,1196,2.23,2.42,29,26,26,1,2,2021,0,evening,Monday,0,30,0,3,Sep
2021-09-20 18:30:00,17893790690343420,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUDUfCCMJvF/,"The key elements in ensuring Net Zero Emission is powering our environment with clean energy, replacing polluting coal, gas and oil-fired power stations with renewable energy sources, such as wind or solar farms.
#StanbicIBTCSW2021 
#WorkingTowardsNetZeroEmissions
#ITCANBE",1215,1215,1105,1105,1.89,2.08,23,22,22,1,0,2021,0,evening,Monday,0,36,0,3,Sep
2021-09-20 18:52:00,18250644541042242,Instagram,Video,stanbicibtc,Anonymous,https://www.instagram.com/p/CUDW79YoYpq/,"#Repost @ifedurosinmietti
• • • • • •
The other day, someone tweeted about akara sellers making up to 600k per month! Lool!
While this particular figure is likely an exaggeration, especially when you consider the many daily running costs, it is no secret that Nigerian women are deeply enterprising.
 
I would know! The sheer number of applicants for our enterprise challenge every year, whew!
 
But how can we help these women scale up their businesses in the current clime? How do you convince a road side business owner to take a loan that will be good for her business when the very process of taking the loan is keeping her from business?
 
Long processing hours, impossible collateral, excruciating interest rates and more. All these are barriers to getting proper business funding.
 
STANBIC IBTC has come to change that narrative for good.
 
Stanbic IBTC has made the process of application and collection simple and seamless whether you are a new customer or an existing customer, you can access as low as N50,000 or as high as N10,000,000 to support your working capital and meet up with your customer demand.
 
Visit www.stanbicibtcbank.com or contact the Stanbic IBTC Enterprise Direct team by calling 0700 333 3333 or sending an email to enterprisedirect@stanbicibtc.com to get started.

#ITCANBE",2006,2006,1835,1835,2.59,2.83,52,36,36,16,0,2021,1,evening,Monday,0,214,1,2,Sep
2021-09-21 08:14:00,17917896820858349,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUEyx4GsYq4/,"Do not share your OTP or account password with anyone as we will never call you to ask for such.
Stay #MoneySafe
#ITCANBE",2393,2393,2243,2243,2.55,2.72,61,55,55,6,0,2021,0,morning,Tuesday,0,23,0,2,Sep
2021-09-21 08:37:00,17977953217419067,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUE1aTTsGtT/,"A cleaner air, a healthier climate and much more are what we stand to gain when we work towards net zero emissions.

 #StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",1269,1269,1182,1182,2.13,2.28,27,23,23,4,0,2021,0,morning,Tuesday,0,25,0,3,Sep
2021-09-21 12:01:00,17912223554062581,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUFMwgftfRW/,"We understand the stress that comes with school fees payment, especially with the school resumption now here.
We have you covered with our Unsecured Personal Loans to help sort out school fees for your children.
To know more, send an email to CustomerCareNigeria@stanbicibtc.com or call 0700 909 909 909 for more details.
 #ITCANBE",1184,1184,1114,1114,2.03,2.15,24,24,24,0,0,2021,0,afternoon,Tuesday,0,53,0,1,Sep
2021-09-21 16:09:00,17930968645693523,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUFpJAyNy74/,"We are here to help guide you on your journey into the world of stockbroking. 
Visit the link in our bio and click 'Open a Stockbroking Account’ now to start your investment journey with Zero naira.
#StartWithZero
#ITCANBE",943,943,860,860,1.48,1.63,14,13,13,1,0,2021,0,afternoon,Tuesday,0,38,0,2,Sep
2021-09-21 17:20:00,17919775687923326,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CUFxSn_M9H5/,"Hear from thought leaders as they discuss the potentials of the African Continental Free Trade Area (AfCFTA) agreement at the Nigeria-South Africa Chamber of Commerce (NSACC) September webinar .

DATE: Thursday, 23 September 2021

TIME: 10 am WAT

Visit the link in our bio and click 'NIGERIA-SOUTH AFRICA CHAMBER OF COMMERCE (NSACC) BREAKFAST SESSION' to register.

#AfCFTA

#NSACC

#ITCANBE",1299,1299,1205,1205,1.92,2.07,25,24,24,1,0,2021,0,evening,Tuesday,0,59,0,3,Sep
2021-09-21 18:44:00,17923246846856685,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CUF66iBri_B/,"Here are some highlights from the ACTS 2021 webinar we had some weeks back. 

Watch the replay here - https://youtu.be/39jZ7FXoYGE to know more.

�You can also call 01 422 0006 or send an email to africachinabankingcentre@stanbicibtc.com to begin.

#ITCANBE",1078,1078,974,974,1.67,1.85,18,14,14,1,3,2021,0,evening,Tuesday,0,39,0,1,Sep
2021-09-21 21:10:00,17916538129885765,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUGLobgFtBv/,"As we commemorate the international day of peace, let us remember to help all of humanity and nature recover and heal from the pains of COVID-19 through compassion, kindness and standing up against acts of hatred and discrimination.
Happy #InternationalDayofPeace",1406,1406,1290,1290,2.7,2.95,38,27,27,11,0,2021,0,night,Tuesday,0,40,0,1,Sep
2021-09-22 10:23:00,17972157100436397,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CUHmcXrIv-R/,"The second leg of the semifinal battle takes place today as the teams push though on the field by 4pm for the #HiFL2021 trophy. 

Rep your team in the comments.

#HiFLStanbicIBTC
#ITCANBE",1004,1004,923,923,1.89,2.06,19,19,19,0,0,2021,0,morning,Wednesday,0,32,0,3,Sep
2021-09-22 12:45:00,17984911975402410,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUH2lvAJNPV/,"The best time to start investing in stocks was years ago. 
The next best time is now!
You can open a stockbroking account with zero naira and start trading with any amount of your choice.
To get started, send a mail to StartWithZero@stanbicibtc.com.
#StartWithZero
#ITCANBE",1324,1324,1209,1209,1.81,1.99,24,19,19,4,1,2021,0,afternoon,Wednesday,0,45,0,2,Sep
2021-09-22 15:04:00,17899557194156392,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUIGf4xNy-C/,"Let’s take out time to declutter our mailbox by emptying the spam folder daily and unsubscribe to all the notification emails from social media and other unwanted websites.
 
#StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",1116,1116,1021,1021,1.52,1.67,17,16,16,0,1,2021,0,afternoon,Wednesday,0,31,0,3,Sep
2021-09-22 16:03:00,17916258970892989,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUINVwKNEdE/,"Oluwamayowa Sanni, Financial Institutions Sales Manager, Stanbic IBTC will be live on Business Express on Smooth FM 98.1 to discuss recent happenings in the fixed income space and the reactions to these events.

TIME: 6:30 am (WAT)

Don't miss it!

#ITCANBE",1785,1785,1630,1630,1.68,1.84,30,30,30,0,0,2021,0,afternoon,Wednesday,0,41,0,1,Sep
2021-09-22 16:15:00,17892162422466524,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUIOoCAgA-N/,"""The future belongs to those who prepare for it.”-Jim Moran
Sign up for the Stanbic IBTC Digital Skills Empowerment Programme (DiSEP) and get equipped for the future!
Visit the link in our bio and click ‘Apply for DiSEP’ to get started.

#ITCANBE",3915,3915,3578,3578,1.58,1.73,62,47,47,8,7,2021,1,afternoon,Wednesday,0,42,0,1,Sep
2021-09-23 08:21:00,17899522871330717,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUJ9K4ns2-J/,"Let’s help you validate your educational dreams with the Stanbic IBTC University Scholarship. 
To apply, visit https://bit.ly/StanbicIBTCUniversityScholarship2021
Terms and Conditions apply.
#StanbicIBTCScholarship
#ITCANBE",1661,1661,1565,1565,2.65,2.81,44,34,34,9,1,2021,1,morning,Thursday,0,23,0,2,Sep
2021-09-23 10:59:00,17929241566683560,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CUKPT1mJvg-/,"Our panel session is now live!

Join our experts as they discuss the perspectives on the African Continental Free Trade Area (AfCFTA) in relation to Nigeria at the Nigeria-South Africa Chamber of Commerce (NSACC) September webinar.

Visit the link in our bio and click 'NIGERIA-SOUTH AFRICA CHAMBER OF COMMERCE (NSACC) BREAKFAST SESSION' to watch the session live

#AfCFTA
#NSACC
#ITCANBE",1740,1740,1630,1630,2.24,2.39,39,36,36,2,1,2021,0,morning,Thursday,0,60,0,3,Sep
2021-09-23 11:23:00,17984521888400493,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/CUKSBR3pMsv/,"#Repost @hiflnigeria
• • • • • •
Isaac Phillips of the @AAUALuminaries_ was presented the 'Stanbic IBTC Man of the Match' by Professor Olugbenga Ige the Vice Chancellor Adekunle Ajasin University, right after the @AAUALuminaries_ Vs @UNNLions second leg Semi-Final match.

Well deserved. 👏

#HiFL2021
#AAUAVsUNN
#HiFL2021SF
#HiFLStanbicIBTC2021
#ITCANBE",1900,1900,1742,1742,2.89,3.16,55,52,52,3,0,2021,0,morning,Thursday,0,50,0,6,Sep
2021-09-23 12:36:00,17945845684521966,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUKaWmVNzPQ/,"English professors in the house!! 🤓 
Let’s see how many words you can form in the comments section 👇🏽 
#ITCANBE",3306,3306,3094,3094,2.0,2.13,66,50,50,14,2,2021,0,afternoon,Thursday,0,20,0,1,Sep
2021-09-23 13:33:00,17921560129797506,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/CUKg7Ilp9vc/,"Do you have questions about mutual funds? 
We are here to support you on your investment journey.
You can visit the link in our bio and click ‘Want to know more about our various investment options’ to start investing in Mutual Funds.
#ITCANBE",3127,3127,2454,2454,1.92,2.44,60,48,48,8,4,2021,0,afternoon,Thursday,0,43,1,1,Sep
2021-09-23 15:01:00,17942565592605274,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUKq80UNGWe/,"Are you ready to help mother earth by planting today? 😀 
Planting trees can help mitigate climate change by removing CO2 from the atmosphere.

 #StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",1606,1606,1448,1448,2.37,2.62,38,21,21,16,1,2021,0,afternoon,Thursday,0,27,1,3,Sep
2021-09-24 09:00:00,17935644349639268,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUMmcphsYV7/,"You too can be a millionaire!
Deposit N5000 in a new or existing Stanbic IBTC savings account for a minimum of 30 days and stand a chance to win big in our #Reward4Saving promo.
Terms and conditions apply.
#ITCANBE",2639,2639,2319,2319,2.65,3.02,70,45,45,22,3,2021,1,morning,Friday,0,39,0,2,Sep
2021-09-24 12:24:00,17901233024197131,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUM9xlkA6a9/,"“Is it safe to invest in?”
“How much do I need to get started?”

Have any more questions about investing in FGN Bonds? 
Send us a DM or send an email to stockbroking@stanbicibtc.com and we’ll answer them!
#ITCANBE",1932,1932,1801,1801,2.43,2.61,47,34,34,13,0,2021,0,afternoon,Friday,0,38,1,1,Sep
2021-09-24 15:38:00,17921511904896291,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUNT-qJrD2Y/,"In a bid to ensure a healthy and safe environment, we are contributing our quota towards net zero emissions by using natural gas and solar energy.

  #StanbicIBTCSW2021
#WorkingTowardsNetZeroEmissions
#ITCANBE",1043,1043,969,969,2.4,2.58,25,22,22,2,1,2021,0,afternoon,Friday,0,29,0,3,Sep
2021-09-24 16:10:00,17923790074857884,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUNXpCHlw5l/,"The objective of the African Continental Free Trade Area (AfCFTA) agreement is to stimulate growth in various sectors of the African economy through the creation of a single market for goods and services.

Here are some highlights from our just concluded seminar on understanding the potentials and opportunities of the agreement.

Visit the link in our bio and click on 'Stanbic IBTC YouTube page' to watch the replay.
#AfCFTA 
#trade
 #ITCANBE",1420,1420,1314,1314,1.62,1.75,23,22,22,1,0,2021,0,afternoon,Friday,0,71,0,3,Sep
2021-09-24 17:21:00,18127243198242235,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUNfw9DNU91/,"Remember to take out time to rest this weekend. 
Your mind and body will thank you for it.
#TGIF
#ITCANBE",1926,1926,1753,1753,2.08,2.28,40,34,34,2,4,2021,0,evening,Friday,0,20,0,2,Sep
2021-09-25 09:03:00,17923619050756179,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUPLkPms3Po/,"With a trusted partner like us for your insurance needs, you have peace of mind no matter what life throws at you.
 Visit the link in our bio and click ‘Stanbic IBTC Insurance Products’ to begin.
#ITCANBE",1919,1919,1787,1787,1.77,1.9,34,28,28,6,0,2021,0,morning,Saturday,1,37,0,1,Sep
2021-09-25 11:56:00,18200774500106763,Instagram,Photo,stanbicibtc,Blessing Ubah,https://www.instagram.com/p/CUPfXUvtZ1Q/,"With a Stanbic IBTC Education Trust, your child can reach for the stars and be anything they want to be.
 Visit the link in our bio and click ‘Save towards your children's education with a Stanbic IBTC Education Trust’ to begin

#ITCANBE",1242,1242,1194,1194,1.69,1.76,21,20,20,0,1,2021,0,morning,Saturday,1,42,0,1,Sep
